OmniMap_IDX,Resource,ResourceDiseaseID,ResourceDiseaseName,OmniDisease_ID,OmniDisease,MCode,DiseasePath,Receptors,ReceptorsStatus
188,JAX,4902,appendix carcinoma,OmniDx_0003,Colorectal Cancer,MD-2064,Appendix / Epithelial tumors / Carcinoma / Signet-ring cell carcinoma,,
189,JAX,4902,appendix carcinoma,OmniDx_0003,Colorectal Cancer,MD-2066,Appendix / Epithelial tumors / Carcinoma / Squamous cell carcinoma,,
190,JAX,4902,appendix carcinoma,OmniDx_0003,Colorectal Cancer,MD-2069,Appendix / Epithelial tumors / Carcinoma / Undifferentiated carcinoma,,
191,JAX,4902,appendix carcinoma,OmniDx_0005,Melanoma,MD-1013,Appendix / Non-epithelial tumors / Malignant melanoma,,
192,JAX,4902,appendix carcinoma,OmniDx_0046,Lipomatous Neoplasms,MD-1011,Appendix / Non-epithelial tumors / Lipoma,,
193,JAX,4902,appendix carcinoma,OmniDx_0042,Kaposi's Sarcoma,MD-1008,Appendix / Non-epithelial tumors / Kaposi sarcoma,,
194,JAX,4902,appendix carcinoma,OmniDx_0063,Neuroendocrine Tumors,MD-1003,Appendix / Epithelial tumors / Carcinoid (well differentiated endocrine neoplasm),,
195,JAX,4902,appendix carcinoma,OmniDx_0063,Neuroendocrine Tumors,MD-2065,Appendix / Epithelial tumors / Carcinoma / Small cell carcinoma,,
196,JAX,4902,appendix carcinoma,OmniDx_0068,Sarcoma,MD-1002,Appendix / Non-epithelial tumors / Angiosarcoma,,
197,JAX,4902,appendix carcinoma,OmniDx_0068,Sarcoma,MD-1005,Appendix / Non-epithelial tumors / Gastrointestinal stromal tumor,,
198,JAX,4902,appendix carcinoma,OmniDx_0068,Sarcoma,MD-1009,Appendix / Non-epithelial tumors / Leiomyoma,,
199,JAX,4902,appendix carcinoma,OmniDx_0068,Sarcoma,MD-1010,Appendix / Non-epithelial tumors / Leiomyosarcoma,,
200,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-0301,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours,,
201,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1094,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Anaplastic astrocytoma,,
202,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1110,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Desmoplastic infantile astrocytoma | ganglioglioma,,
203,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1111,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1,,
204,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1121,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma,,
205,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1145,Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas / Oligoastrocytoma,,
206,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1152,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pilocytic astrocytoma,,
207,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1156,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pleomorphic xanthoastrocytoma,,
208,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1160,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Subependymal giant cell astrocytoma,,
209,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2151,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Fibrillary astrocytoma,,
210,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2154,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Gemistocytic astrocytoma,,
211,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2155,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Giant cell glioblastoma,,
212,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2156,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Gliosarcoma,,
213,JAX,3069,astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2167,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Protoplasmic astrocytoma,,
215,JAX,2129,atypical teratoid rhabdoid tumor,OmniDx_0032,Brain and Nervous System Cancer,MD-1102,Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Atypical teratoid|rhabdoid tumour,,
217,JAX,2621,autonomic nervous system neoplasm,,,MD-0316,Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours,,
218,JAX,2621,autonomic nervous system neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-0531,Kidney / Neuroendocrine Tumor / Neuroblastoma,,
219,JAX,2621,autonomic nervous system neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-0764,Prostate / Neuroendocrine tumors / Neuroblastoma,,
220,JAX,2621,autonomic nervous system neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-1142,Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Neuroblastomas of the adrenal gland and sympathetic nervous system,,
221,JAX,2621,autonomic nervous system neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-1143,Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Olfactory neuroblastoma (Aesthesioneuroblastoma),,
222,JAX,2621,autonomic nervous system neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-1144,Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Olfactory neuroepithelioma,,
224,JAX,2513,basal cell carcinoma,OmniDx_0011,Basal Cell Carcinoma of the Skin,,,,
229,JAX,4896,bile duct adenocarcinoma,OmniDx_0025,Liver and Bile Duct Cancer,MD-1435,Liver / Epithelial tumours / Malignant / Bile duct cystadenocarcinoma,,
230,JAX,4606,bile duct cancer,OmniDx_0025,Liver and Bile Duct Cancer,MD-1435,Liver / Epithelial tumours / Malignant / Bile duct cystadenocarcinoma,,
231,JAX,4606,bile duct cancer,OmniDx_0025,Liver and Bile Duct Cancer,MD-1437,Liver / Epithelial tumours / Malignant / Combined hepatocellular and cholangiocarcinoma,,
232,JAX,4606,bile duct cancer,OmniDx_0025,Liver and Bile Duct Cancer,MD-1452,Liver / Epithelial tumours / Malignant / Intrahepatic cholangiocarcinoma,,
233,JAX,4897,bile duct carcinoma,OmniDx_0025,Liver and Bile Duct Cancer,MD-1435,Liver / Epithelial tumours / Malignant / Bile duct cystadenocarcinoma,,
234,JAX,4897,bile duct carcinoma,OmniDx_0025,Liver and Bile Duct Cancer,MD-1437,Liver / Epithelial tumours / Malignant / Combined hepatocellular and cholangiocarcinoma,,
235,JAX,4897,bile duct carcinoma,OmniDx_0025,Liver and Bile Duct Cancer,MD-1452,Liver / Epithelial tumours / Malignant / Intrahepatic cholangiocarcinoma,,
237,JAX,4607,biliary tract cancer,OmniDx_0037,Gallbladder Cancer,,,,
238,JAX,4607,biliary tract cancer,OmniDx_0025,Liver and Bile Duct Cancer,MD-1435,Liver / Epithelial tumours / Malignant / Bile duct cystadenocarcinoma,,
239,JAX,4607,biliary tract cancer,OmniDx_0025,Liver and Bile Duct Cancer,MD-1437,Liver / Epithelial tumours / Malignant / Combined hepatocellular and cholangiocarcinoma,,
240,JAX,4607,biliary tract cancer,OmniDx_0025,Liver and Bile Duct Cancer,MD-1452,Liver / Epithelial tumours / Malignant / Intrahepatic cholangiocarcinoma,,
241,JAX,3711,bladder adenocarcinoma,OmniDx_0019,Bladder Cancer,MD-0272,Bladder / Glandular neoplasms / Adenocarcinoma,,
242,JAX,4007,bladder carcinoma,OmniDx_0019,Bladder Cancer,,,,
243,JAX,9053,bladder carcinoma in situ,OmniDx_0019,Bladder Cancer,,,,
244,JAX,5432,bladder papillary transitional cell neoplasm,OmniDx_0019,Bladder Cancer,MD-1083,"Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, high grade",,
245,JAX,5432,bladder papillary transitional cell neoplasm,OmniDx_0019,Bladder Cancer,MD-1084,"Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, low grade",,
246,JAX,5432,bladder papillary transitional cell neoplasm,OmniDx_0019,Bladder Cancer,MD-1085,Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial neoplasm of low malignant potential,,
247,JAX,3742,bladder squamous cell carcinoma,OmniDx_0019,Bladder Cancer,MD-0042,Bladder / Squamous neoplasms,,
248,JAX,3742,bladder squamous cell carcinoma,OmniDx_0019,Bladder Cancer,MD-0296,Bladder / Squamous neoplasms / Squamous cell carcinoma,,
249,JAX,3742,bladder squamous cell carcinoma,OmniDx_0019,Bladder Cancer,MD-0299,Bladder / Squamous neoplasms / Verrucous carcinoma,,
250,JAX,3742,bladder squamous cell carcinoma,OmniDx_0019,Bladder Cancer,MD-1091,Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with squamous differentiation,,
251,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-0043,Bladder / Urothelial tumor,,
252,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-0276,Bladder / Urothelial tumor / Giant cell,,
253,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-0278,Bladder / Urothelial tumor / Infiltrating urothelial carcinoma,,
254,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1076,Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / High Grade,,
255,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1078,Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Low Grade,,
256,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1080,Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Microcystic,,
257,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1082,Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Nested,,
258,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1090,Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with glandular differentiation,,
259,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1091,Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with squamous differentiation,,
260,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1092,Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with trophoblastic differentiation,,
261,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-0281,Bladder / Urothelial tumor / Lymphoepithelioma-like,,
262,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1079,Bladder / Urothelial tumor / Lymphoepithelioma-like / Lymphoma-like,,
263,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1086,Bladder / Urothelial tumor / Lymphoepithelioma-like / Plasmacytoid,,
264,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-0286,Bladder / Urothelial tumor / Micropapillary,,
265,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-0288,Bladder / Urothelial tumor / Non-invasive urothelial neoplasias,,
266,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1077,Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Inverted urothelial papilloma,,
267,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1083,"Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, high grade",,
268,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1084,"Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, low grade",,
269,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1085,Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial neoplasm of low malignant potential,,
270,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1088,Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial carcinoma in situ,,
271,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-1089,Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial papilloma,,
272,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-0294,Bladder / Urothelial tumor / Sarcomatoid,,
273,JAX,4006,bladder urothelial carcinoma,OmniDx_0019,Bladder Cancer,MD-0298,Bladder / Urothelial tumor / Undifferentiated,,
274,JAX,3368,bone Ewing's sarcoma,OmniDx_0068,Sarcoma,MD-0988,Bone / Marrow tumors (round cell tumors) / Ewing sarcoma,,
275,JAX,4305,bone giant cell tumor,,,MD-0224,Bone / Giant cell tumor (osteoclastoma),,
277,JAX,1319,brain cancer,OmniDx_0032,Brain and Nervous System Cancer,,,,
278,JAX,7497,brain ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1095,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Anaplastic ependymoma,,
279,JAX,7497,brain ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1116,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma,,
280,JAX,7497,brain ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2146,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Cellular,,
281,JAX,7497,brain ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2148,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Clear cell,,
282,JAX,7497,brain ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2165,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Papillary,,
283,JAX,7497,brain ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2171,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Tanycytic,,
284,JAX,7497,brain ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1141,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Myxopapillary ependymoma,,
285,JAX,7497,brain ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1161,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Subependymoma,,
286,JAX,7497,brain ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2455,Ovary / Germ Cell Tumors / Monodermal teratoma and somatic-type tumors associated with dermoid cysts / Neuroectodermal tumor group / Ependymoma,,
287,JAX,3073,brain glioblastoma multiforme,OmniDx_0032,Brain and Nervous System Cancer,MD-1121,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma,,
288,JAX,3073,brain glioblastoma multiforme,OmniDx_0032,Brain and Nervous System Cancer,MD-2156,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Gliosarcoma,,
289,JAX,60108,brain glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1107,Brain / Tumors of Neuroepithelial Tissue / Glial tumours of uncertain origin / Chordoid glioma of the 3rd ventricle,,
290,JAX,60108,brain glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1122,Brain / Tumors of Neuroepithelial Tissue / Glial tumours of uncertain origin / Gliomatosis cerebri,,
291,JAX,60108,brain glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-0315,Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas,,
292,JAX,60108,brain glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1097,Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas / Anaplastic oligoastrocytoma,,
293,JAX,60108,brain glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1145,Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas / Oligoastrocytoma,,
294,JAX,60108,brain glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1096,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Anaplastic ganglioglioma,,
295,JAX,60108,brain glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1110,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Desmoplastic infantile astrocytoma | ganglioglioma,,
296,JAX,60108,brain glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1120,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Ganglioglioma,,
297,JAX,60108,brain glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1098,Brain / Tumors of Neuroepithelial Tissue / Oligodendroglial tumours / Anaplastic oligodendroglioma,,
298,JAX,60108,brain glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1146,Brain / Tumors of Neuroepithelial Tissue / Oligodendroglial tumours / Oligodendroglioma,,
299,JAX,60108,brain glioma,OmniDx_0063,Neuroendocrine Tumors,MD-1151,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Paraganglioma of the filum terminale,,
300,JAX,3187,brain oligodendroglioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1098,Brain / Tumors of Neuroepithelial Tissue / Oligodendroglial tumours / Anaplastic oligodendroglioma,,
301,JAX,3187,brain oligodendroglioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1146,Brain / Tumors of Neuroepithelial Tissue / Oligodendroglial tumours / Oligodendroglioma,,
302,JAX,3187,brain oligodendroglioma,OmniDx_0032,Brain and Nervous System Cancer,MD-0318,Brain / Tumors of Neuroepithelial Tissue / Oligodendroglial tumours,,
303,JAX,2132,brain sarcoma,OmniDx_0068,Sarcoma,MD-1100,"Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Angiosarcoma",,
304,JAX,2132,brain sarcoma,OmniDx_0068,Sarcoma,MD-1106,"Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Chondrosarcoma",,
305,JAX,2132,brain sarcoma,OmniDx_0068,Sarcoma,MD-1118,"Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Fibrosarcoma",,
306,JAX,2132,brain sarcoma,OmniDx_0068,Sarcoma,MD-1130,"Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Leiomyosarcoma",,
307,JAX,2132,brain sarcoma,OmniDx_0068,Sarcoma,MD-1149,"Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Osteosarcoma",,
308,JAX,2132,brain sarcoma,OmniDx_0068,Sarcoma,MD-1158,"Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Rhabdomyosarcoma",,
309,JAX,2132,brain sarcoma,OmniDx_0046,Lipomatous Neoplasms,MD-1132,"Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Liposarcoma (intracranial)",,
310,JAX,2132,brain sarcoma,OmniDx_0042,Kaposi's Sarcoma,MD-1128,"Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Kaposi sarcoma",,
311,JAX,2132,brain sarcoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2156,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Gliosarcoma,,
312,JAX,2132,brain sarcoma,,,MD-0311,Brain / Lymphomas and haemopoietic neoplasms / Granulocytic sarcoma,,
313,JAX,4860,brain stem astrocytic neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-0301,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours,,
314,JAX,4860,brain stem astrocytic neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-1094,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Anaplastic astrocytoma,,
315,JAX,4860,brain stem astrocytic neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-1111,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1,,
316,JAX,4860,brain stem astrocytic neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-1121,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma,,
317,JAX,4860,brain stem astrocytic neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-1152,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pilocytic astrocytoma,,
318,JAX,4860,brain stem astrocytic neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-1156,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pleomorphic xanthoastrocytoma,,
319,JAX,4860,brain stem astrocytic neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-1160,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Subependymal giant cell astrocytoma,,
320,JAX,4860,brain stem astrocytic neoplasm,OmniDx_0032,Brain and Nervous System Cancer,MD-2156,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Gliosarcoma,,
321,JAX,4203,brain stem cancer,OmniDx_0032,Brain and Nervous System Cancer,,,,
322,JAX,4202,brain stem glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1122,Brain / Tumors of Neuroepithelial Tissue / Glial tumours of uncertain origin / Gliomatosis cerebri,,
323,JAX,4202,brain stem glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-0315,Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas,,
324,JAX,4202,brain stem glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1097,Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas / Anaplastic oligoastrocytoma,,
325,JAX,4202,brain stem glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1145,Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas / Oligoastrocytoma,,
326,JAX,4202,brain stem glioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1096,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Anaplastic ganglioglioma,,
